,months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,property_damage_YES,police_report_available_YES
686,-0.1339994404999178,-1.0527995905419327,1.6840607919484227,-0.9121925954839771,0.9506531277755026,-1.1116871973198437,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-1.368260116868712,-1.4541252652977399,-1.8089619291757593,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
863,-0.9963950768974993,-0.2268584891753536,-0.4891078143167476,0.9901438703759898,0.9506531277755026,0.4745147013118945,1.122901992772263,-1.2305519103170177,0.46697333531427326,0.010771907969830274,0.03537600481332329,1.1598480312667194,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
172,-1.1531942835152413,-0.2268584891753536,-0.4891078143167476,0.3548284662178225,-1.1723214443703063,0.4745147013118945,1.122901992772263,-0.012987355254005385,-1.3336950527870377,-0.4834829327908863,-0.47441104960497016,-0.12428843002240511,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
35,-0.508575322975635,-0.2268584891753536,2.118694513201457,1.0118023500632,-0.793092263703192,0.4745147013118945,-0.8402133792072178,1.204577199809007,-1.3336950527870377,0.6616424801650125,-0.4072785979943307,-0.006545258786726062,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
701,-0.37790931746084994,-1.0527995905419327,-0.4891078143167476,0.7374616073585369,0.9506531277755026,0.7629150465176651,2.1044596787620033,1.204577199809007,-0.4333608587363822,-0.7804426313549382,-0.7807028600785128,-0.4759410262575358,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
15,2.3312325302123607,1.4250237135578045,-0.4891078143167476,1.098436268812041,0.9506531277755026,0.04191418350323865,2.1044596787620033,-1.2305519103170177,-1.3336950527870377,0.6413027747839131,0.6857216297913932,0.251543567448624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
344,0.09248830239237632,-0.2268584891753536,1.6840607919484227,-0.9121925954839771,0.9506531277755026,0.6187148739147798,-0.8402133792072178,1.204577199809007,1.3673075293649286,1.888126714645309,0.8073991983356772,0.08176211964003322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
432,0.9113286036183628,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,1.3397157369292063,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,-0.25161029144635255,-0.23525169074206706,0.2951716175047015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
245,1.442703692711822,-0.2268584891753536,-0.4891078143167476,1.264484613080653,0.07523623408599536,-0.6790866795111877,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,0.03517955442714961,1.6423590652430056,0.8139774657619123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
183,-1.0399504120690943,-1.0527995905419327,2.553328234454491,-0.9121925954839771,-0.12323885112296175,-0.10228598909964663,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,1.528113929399849,0.03957178303898826,1.1682582577835536,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
307,-0.473731054838359,-1.0527995905419327,-0.4891078143167476,0.6760959149114412,0.9506531277755026,0.33031452870900924,1.122901992772263,-0.012987355254005385,0.46697333531427326,-0.2963576432847714,-0.2814052512243817,0.524875929245736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
622,-1.5539033670939155,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.1116871973198437,-0.8402133792072178,1.204577199809007,-1.3336950527870377,-1.417075409783351,-1.43734215239508,-1.8341926087262619,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
671,0.38866458155922246,1.4250237135578045,-0.4891078143167476,0.45229162481026863,0.9506531277755026,-1.4000875425256143,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,0.6779142444698921,0.7234836338223779,0.289389586774378,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
258,0.33639817935330846,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.4000875425256143,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-1.3641921757924922,-1.3827970354614354,-1.7175007158051872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
850,-1.6758583055743816,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-1.7074953348444586,1.0513153917234357,1.122901992772263,1.204577199809007,-1.3336950527870377,0.25688234308113356,0.2892205874660538,2.1222933282869354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
937,2.2005665246975754,-0.2268584891753536,-0.4891078143167476,0.22126784148002596,0.9506531277755026,1.6281160821349767,-0.8402133792072178,1.204577199809007,0.46697333531427326,1.4223474614181317,1.4913110491190669,0.30410748317883785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
835,1.433992625677503,1.4250237135578045,2.553328234454491,-0.9121925954839771,-0.93486018170959,-0.823286852114073,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,-1.3153768828778536,-1.1436376765985323,-1.629193337378428,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
976,-0.543419591112911,-0.2268584891753536,-0.4891078143167476,0.4739501044974789,0.7486338446163856,0.7629150465176651,1.122901992772263,1.204577199809007,0.46697333531427326,1.3653962863510534,-0.044343781474311075,0.6300037607061638,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
92,0.01408869908350528,1.4250237135578045,-0.4891078143167476,1.0803875357393657,0.9506531277755026,-0.3906863343054172,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-1.378429969559262,-1.3974822592512628,-1.7122443242321659,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
244,-0.9615508087602233,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-1.540918031186941,-1.2558873699227289,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,-1.368260116868712,-1.4541252652977399,-1.842602835243096,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
110,0.48448631893673155,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.9071152191205504,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,0.020941760660379997,1.6129886176633508,0.7882211470541075,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
503,0.7283961958976637,-1.0527995905419327,2.987961955707525,-0.9121925954839771,-0.5627193969427954,-1.5442877151284995,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,0.24671249039058385,-1.5212577169083794,-0.15635241861783555,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
411,-1.0573725461377323,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.10906205932232196,-0.823286852114073,-0.8402133792072178,1.204577199809007,-1.3336950527870377,-1.372328057944932,-1.2611194669171515,-1.6996289844569146,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
669,1.9915009158739194,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.4745147013118945,1.122901992772263,-0.012987355254005385,1.3673075293649286,0.7470692427656302,0.7948118636586823,0.3608765121674688,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
198,1.068127810236105,-1.0527995905419327,-0.4891078143167476,0.7158031276713267,-0.21184379987696048,0.7629150465176651,-0.8402133792072178,1.204577199809007,-0.4333608587363822,-0.2902557316704415,0.9710345491366109,0.22526160958351707,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
217,-1.4580816297164065,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.4563934584379969,0.7629150465176651,-0.8402133792072178,1.204577199809007,-0.4333608587363822,-1.2055424738199165,-1.3702097007844407,-1.6954238711984975,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
844,0.5890191233485595,-0.2268584891753536,-0.4891078143167476,1.2392163867789079,0.9506531277755026,-1.6884878877313847,1.122901992772263,-0.012987355254005385,1.3673075293649286,0.12060631702776728,-0.686297850001051,-0.4959153142350171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
689,-1.5626144341282346,-0.2268584891753536,-0.4891078143167476,0.917948938085289,-0.33589072813255866,-0.24648616170253193,-0.8402133792072178,1.204577199809007,1.3673075293649286,-0.3329691129707504,0.8829232063976467,0.4491838905942281,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
228,1.494970094917736,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-1.3176335603268643,-0.24648616170253193,1.122901992772263,-0.012987355254005385,1.3673075293649286,-0.16414955830762495,-0.1450424588902703,0.4533890038526452,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
936,-0.012044502019451732,-0.2268584891753536,2.553328234454491,0.6760959149114412,0.21345995414223334,-0.823286852114073,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,-0.4122939639570382,-0.40098493065583324,0.2851844735159609,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
535,-1.2228828197897934,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-1.5976251983895002,0.33031452870900924,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,-0.1661835288457349,-0.14714034800310277,0.10541588171862946,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
169,-1.3796820264075356,1.4250237135578045,-0.4891078143167476,1.8095563518754443,0.9506531277755026,0.9071152191205504,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,-1.3621582052543824,-1.380699146348603,-1.6786034181648288,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
408,0.6064412574171976,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-0.654868543646954,0.7629150465176651,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,0.10026661164666784,0.12768312577795257,-0.514312684740592,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
483,0.14475470459829035,-0.2268584891753536,-0.4891078143167476,0.8782417253254036,-0.793092263703192,0.7629150465176651,0.14134430678252252,1.204577199809007,-1.3336950527870377,1.8169377458114608,0.18852191005009458,1.0384253859299255,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
986,0.2318653749414804,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-1.1191584751179073,-0.10228598909964663,-0.8402133792072178,1.204577199809007,1.3673075293649286,1.633880397381566,0.09411689997263283,0.8728490513797518,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
953,0.20573217383852338,1.4250237135578045,-0.4891078143167476,0.6255594623079506,-0.6229707620955145,-1.2558873699227289,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,-1.413007468707131,-1.345035031430451,-1.7837312496252566,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
514,2.383498932418275,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.9071152191205504,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,-0.4712791095622266,0.5976102870524288,0.4286839634594447,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
352,-1.2228828197897934,-1.0527995905419327,0.8147933494423545,-0.9121925954839771,-0.520189021540876,-1.6884878877313847,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-0.4367016104143575,0.6689385168887333,-0.03966052569676079,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
280,0.46706418486809353,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-2.022928952408694,0.04191418350323865,1.122901992772263,-0.012987355254005385,1.3673075293649286,0.07992690626556839,0.10670423464962774,-0.328762062212937,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
629,1.085549944304743,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-1.0482745161147082,1.195515564326321,0.14134430678252252,-1.2305519103170177,0.46697333531427326,0.7389333606131905,-0.36741870485051353,0.3524662856506346,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
596,0.7022629947947067,-1.0527995905419327,-0.4891078143167476,0.7302421141294668,-1.2644705910744651,-1.2558873699227289,-0.8402133792072178,1.204577199809007,-1.3336950527870377,-1.3967357044022515,-1.4163632612667552,-1.7500903435579198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
978,-1.0138172109661372,-0.2268584891753536,-0.4891078143167476,0.08409747012769438,0.9506531277755026,-0.10228598909964663,-0.8402133792072178,1.204577199809007,1.3673075293649286,1.6298124563053462,1.7052957386279801,0.8691695772786369,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
674,-1.5713255011625535,-0.2268584891753536,2.553328234454491,0.5641937698608549,0.9506531277755026,-1.6884878877313847,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,-1.4008036454784714,-1.319860362076461,-1.8089619291757593,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1
541,0.2928428441817134,-0.2268584891753536,2.553328234454491,0.9432171643870343,0.7273686569154258,1.4839159095320915,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,-1.1607951219814978,-1.3471329205432834,-1.5240655059180002,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
225,0.34510924638762747,1.4250237135578045,-0.4891078143167476,-0.03141442153742695,-1.193586632071266,-1.1116871973198437,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-0.003465885796939338,1.5626392789553711,0.7440674578407278,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
633,-0.5521306581472301,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-0.7682828780520724,-0.24648616170253193,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,-0.5770455775439437,0.3794298193178506,0.18268483784204384,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
975,0.3015539112160324,-1.0527995905419327,3.422595676960559,-0.9121925954839771,-1.5621832188879008,0.9071152191205504,0.14134430678252252,-1.2305519103170177,0.46697333531427326,-0.26788205575123214,1.0171881096189255,0.5837475148635756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
86,-0.45630892076972096,-0.2268584891753536,1.2494270706953887,-0.8833146225676968,0.9506531277755026,-0.3906863343054172,1.122901992772263,1.204577199809007,-0.4333608587363822,0.8202921821375883,0.8703358717206517,0.4365685508189768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
796,1.8782570444277722,-1.0527995905419327,1.2494270706953887,0.8746319787108685,-1.9236914098042155,-0.6790866795111877,-0.8402133792072178,1.204577199809007,1.3673075293649286,1.9308400959456178,0.24726280520940414,1.5845644703668476,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
448,-1.5539033670939155,-1.0527995905419327,-0.4891078143167476,0.45590137142480364,0.9506531277755026,-0.10228598909964663,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,1.0033495305674833,-0.2310559125164021,0.30253056570693143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
200,-1.5277701659909586,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.3906863343054172,-0.8402133792072178,1.204577199809007,-0.4333608587363822,-1.303173059649194,-1.319860362076461,-1.758500570074754,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
918,-0.22111011084310783,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.6790866795111877,1.122901992772263,1.204577199809007,-0.4333608587363822,1.0765724699394412,-0.1932939084854174,0.7014906860992546,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
817,0.38866458155922246,-1.0527995905419327,-0.4891078143167476,1.596581301617877,-0.4918354379395964,0.6187148739147798,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,1.267765700521776,-0.09469312018229067,0.8991310092448588,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
764,1.399148357540227,-0.2268584891753536,-0.4891078143167476,-0.1469263132025483,0.9506531277755026,-0.9674870247169584,1.122901992772263,-0.012987355254005385,1.3673075293649286,1.1009801163967605,1.1598445692915345,0.3908379441336907,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
378,0.2144432408728424,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,1.0513153917234357,1.122901992772263,1.204577199809007,-1.3336950527870377,-0.5994192534631531,-0.5939907290364217,0.36297906879667735,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
787,-0.630530261456101,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.17285762242520103,1.0513153917234357,1.122901992772263,-0.012987355254005385,0.46697333531427326,-0.8556995412650061,-0.8583247572533147,-0.7976321905264446,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
923,-1.0051061439318183,1.4250237135578045,-0.4891078143167476,0.6075107292352754,0.9506531277755026,-1.4000875425256143,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,1.3043771702077551,-0.07581211816679832,0.9369770285706127,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
325,1.6866135696727542,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-1.3672523316291036,1.6281160821349767,1.122901992772263,-0.012987355254005385,-0.4333608587363822,2.0976256800706334,0.33327625883553597,1.2923090989068584,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
359,0.7545293970006207,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.04191418350323865,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,-0.24347440929391279,-0.22686013429073712,0.6342088739645809,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
379,-0.4214646526324449,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-0.9667579632610295,0.33031452870900924,1.122901992772263,-0.012987355254005385,0.46697333531427326,0.5680798354119551,-0.45553004758947785,-0.09117316311237038,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
282,-0.03817770312240874,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.33031452870900924,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,-1.2462218845821156,-1.2611194669171515,-1.732218612209647,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
926,0.0489329672207813,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.04191418350323865,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,0.19382925639972529,1.969629766844873,1.5383082245242592,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
444,-0.534708524078592,1.4250237135578045,2.118694513201457,-0.06029239445370728,0.39775824755055067,-0.6790866795111877,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,-1.3479204114876127,-1.2107701282091718,-1.6880649229962674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
16,-1.1793274846181983,-0.2268584891753536,1.6840607919484227,1.3836062513603096,0.9506531277755026,-1.6884878877313847,1.122901992772263,-0.012987355254005385,0.46697333531427326,-0.3207652897420907,-0.3065799205783715,0.1700694980667925,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
529,-1.6584361715057436,1.4250237135578045,-0.4891078143167476,0.29707252038526183,-1.136879464868707,-0.24648616170253193,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-0.10109647162621668,1.3612419241234528,0.9285668020537785,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
818,0.7022629947947067,-0.2268584891753536,-0.4891078143167476,0.019122031066063635,0.9506531277755026,-1.2558873699227289,-0.8402133792072178,1.204577199809007,-1.3336950527870377,-1.3316486471827331,-1.4352442632822475,-1.8094875683330613,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0
767,0.4147977826621795,-1.0527995905419327,-0.4891078143167476,0.9973633636050598,0.9506531277755026,-0.10228598909964663,1.122901992772263,-1.2305519103170177,-1.3336950527870377,-0.30449352543721114,0.9416641015569561,0.5080554762120676,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,0.4583531178337745,-0.2268584891753536,3.8572293982135926,0.3295602399160772,-1.0624513079153481,0.33031452870900924,1.122901992772263,-1.2305519103170177,-0.4333608587363822,-0.528230284629305,0.4801284967338098,-0.20523686024693444,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
